query,rewritten,source,noisy_query
When was the new village hall opened after a 15-year fundraising drive?,"When was the new community center (village hall, town hall) inaugurated following a 15-year fundraising campaign (drive, effort)?",,When was the new village hall opened fter a 15-year fundraising drive?
People who were eighteen years of age were allowed to vote as a result of which amendment?,"What amendment granted eighteen-year-olds (minors, young adults) the right to vote (suffrage, electoral rights)?",ms_marco,People who were eighteen years of age were allowed to vote as a result of which amendment?
where modbus is used,"Where is Modbus (communication protocol) commonly utilized (applied, employed) in industries (sectors, fields)?",ms_marco,where modbus us used
What are the main differences between an 8 inch and a 6 inch work boot?,"What are the primary distinctions (differences, variations) between an 8-inch and a 6-inch work boot (shoe, footwear) in terms of size (length, measurement), features (characteristics, attributes), and functionality (performance, purpose)?",,What are the main differences between an 8 inch and a 6 inch wprk boot?
who developed the first anglo colony in mexican texas,"Who established (founded, settled) the first English (Anglo) colony in Mexican Texas (Tejas)?",natural_questions,who developed the first anglo colony in mexican texas
during valve replacement surgery a valve that comes from an animal is known as,"What is a valve from an animal source (xenograft, bioprosthetic valve) called during valve replacement surgery?",,during valve replacement surgery a valve that comes from an animal is known as
cost to have a mole removed,"What is the expense (cost, price) of having a mole (nevus, skin growth) removed (extracted, eliminated) by a doctor (dermatologist, physician)?",ms_marco,costt o have a mole removed
the chemiosmotic theory for energy conservation in mitochondria and chloroplasts was proposed by,"Who proposed the chemiosmotic (chemical, electrochemical) theory of energy conservation in mitochondria and chloroplasts?",natural_questions,the chemiosmotic theory for energy conservation in mitochondria and chloroplasts was proposed by
what is the tundra biome,"What is the tundra ecosystem (biome, habitat, environment)?",ms_marco,heat is the tundra biome
50 shades of grey where was it filmed,"Where was the movie ""Fifty Shades of Grey"" (film, motion picture) shot (filmed, recorded)?",natural_questions,50 shadea of gey where was it fikmed
Who announced the agreement of Westminster City Council to resettle 50 Syrian refugees in central London?,"Who declared (announced, confirmed) the Westminster City Council's agreement to resettle 50 Syrian refugees in central London?",,Who announced the agreement of Westminster City Council to resettle 50 Syrian refugees in central London?
What are the three main ingredients required for the Masak Masak Challenge?,"What are the three key components (essential elements, necessary parts) required for the Masak Masak Challenge recipe?",,What srethe three main ingredients required for the Masak Mssak Challenge?
what are tusks made of,"What are elephant tusks composed of (made of, constructed from)?",ms_marco,what are tusks made of
who is the lead singer of linkin park,"Who is the primary vocalist (lead singer, frontman) of the band Linkin Park?",natural_questions,who is te lead singer of linkin park
what is the name of an elephant riders chair,"What is the name of an elephant rider's seat (howdah, saddle, throne)?",natural_questions,what is the name of an elephant riders chair
as of 2015 south sudan is the world's youngest country. was it recognised in 2009,"Is South Sudan, the world's newest (youngest, most recent) nation as of 2015, recognized (acknowledged, accepted) as a sovereign state in 2009?",,as of 2015 south sudan is the world's youngest country. was it recognised in 2009
what does intellectual disability mean,"What is the definition (meaning, explanation) of intellectual disability (cognitive impairment, developmental disorder, learning disability)?",ms_marco,what does intlelectual disability mean
Who is reported to fight rapper DMX in a 3 round boxing match for cash?,"Who has been reported to engage in a 3-round boxing bout (fight, match) against rapper DMX for a monetary prize (cash, money)?",,Who is reported to fight rapper DMX in a 3 rund boxing match for cash?
cost involved in going into a nursing home,"What are the expenses (costs, fees) involved in entering a long-term care facility (nursing home, assisted living)?",ms_marco,cost involved in going into a nursing home
zaide name meaning,"What is the significance (meaning, origin) of the name Zaide?",ms_marco,zaide name meaning
what does the name lachelle mean,"What does the given name Lachelle (LaChelle, Lashelle) signify (mean, represent) in terms of origin, meaning, and significance?",ms_marco,what does the nmae lachelle mean
naturopath what causes heart disease,"What are the causes (origins, triggers) of heart disease (cardiovascular disease, heart conditions) according to naturopathy (natural medicine, holistic health)?",ms_marco,naturopath what causes heart disease
Who ended up with the painting of Nigel Buggers?,"Who ultimately possessed (owned, acquired) the portrait (painting, artwork) of Nigel Farage?",,Who endes up wigt the qpintig of Nigel Buggers?
what is the age of consent in poland,"What is the legal age (minimum age, consent age) of consent in Poland (Polish law, Poland legislation)?",natural_questions,what is the sge of coanent in poland
where does panda bears live,"In what geographic locations (regions, habitats) do giant pandas (panda bears) typically reside (live, inhabit)?",ms_marco,where doea pnada bears live
international convention on prevention and punishment of genocide 1948,"What is the ""Convention on the Prevention and Punishment of the Crime of Genocide"" (international agreement, treaty) adopted in 1948?",natural_questions,international convention on prevention and punishment of genocide 1948
how to get rid of dirt daubers,"How to eliminate (remove, get rid of) dirt daubers (mud daubers, wasps) and their nests?",ms_marco,how to get rd ofdirt daubers
What is the purpose of a maternity photography shoot?,"What is the goal (objective, intention) of a pregnancy (maternity, prenatal) photo session (shoot, photography)?",,What is the purpose of a maternity photography shoot?
is the nightmare before christmas a halloween movie or christmas movie,"Is ""The Nightmare Before Christmas"" a Halloween film (horror movie) or a Christmas movie (holiday film)?",natural_questions,is the nightmare before christmas a halloween movie or christmas movie
